Variable / Field Name,Form Name,Form Display Name,Section Header (defunct),Allow,multipleChoice,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,version
social_anx_title,social_anxiety,Social Anxiety,,,,markdown-message,## Social Anxiety,,,,,,,,,,,,,,
csoc0,social_anxiety,Social Anxiety,,,,markdown-message,"Earlier you said that you were very afraid of or uncomfortable about (list endorsed fears). I'd now like to ask you more about (that/those). \r\n\r\n _INTERVIEWER: For each situation endorsed, ask about Frequency, Distress and Avoidance using the questions and response choices below. If fear is not current, ask about worst time. _ \r\n\r\n Refer to Participant Card 3: Social/Performance",,,,,,,,,,,,,,
dcsoc001,social_anxiety,Social Anxiety,Social Situations,autoAdvance,,radio,### Social Situations\r\n\r\nHave you ever been very afraid or felt uncomfortable: \r\n\r\n 1) Meeting new people your own age?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcsoc001,,,
dcsoc002,social_anxiety,Social Anxiety,,autoAdvance,,radio,"2) Talking to adults in authority, like teachers or coaches?","0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcsoc001,,,
dcsoc003,social_anxiety,Social Anxiety,,autoAdvance,,radio,"3) Being with a large group of people your own age, like at a big party or in the lunchroom at school?","0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcsoc001,,,
dcsoc004,social_anxiety,Social Anxiety,,autoAdvance,,radio,"4) Being with a small group of people your own age, like at a small party or a small class at school?","0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcsoc001,,,
dcsoc005,social_anxiety,Social Anxiety,,autoAdvance,,radio,"5) Eating, drinking, writing (e.g., signing name, writing on dry erase/blackboard) or doing homework while someone watches?","0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcsoc001,,,
dcsoc006,social_anxiety,Social Anxiety,,autoAdvance,,radio,6) Talking on the telephone?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcsoc001,,,
dcsoc007,social_anxiety,Social Anxiety,,autoAdvance,,radio,7) Talking with people your own age who you don't know very well?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcsoc001,,,
dcsoc008,social_anxiety,Social Anxiety,Performance Situations,autoAdvance,,radio,### Performance Situations\r\n\r\nHave you ever been very afraid or felt uncomfortable: \r\n\r\n 8) Speaking in class when a teacher calls on you?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcsoc008,,,
dcsoc009,social_anxiety,Social Anxiety,,autoAdvance,,radio,"9) Acting, performing or giving a talk/speech in front of a group of people?","0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcsoc008,,,
dcsoc010,social_anxiety,Social Anxiety,,autoAdvance,,radio,10) Playing sports or doing a musical performance in front of people?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcsoc008,,,
dcsoc011,social_anxiety,Social Anxiety,,autoAdvance,,radio,11) Taking an important test or exam even though you studied enough?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcsoc008,,,
dcsoc012,social_anxiety,Social Anxiety,,autoAdvance,,radio,12) Is there any other situation you can think of where you  have been the center of attention or where you were concerned something embarrassing might happen and you  felt very afraid of felt uncomfortable?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcsoc008,,,
dcsoc013,social_anxiety,Social Anxiety,,,,notes,Specify (Other situation),,,,,,,[dcsoc012] = '1',,LH,,,,,
csoc5,social_anxiety,Social Anxiety,Nature of Fear,,,markdown-message,"### Nature of Fear\r\n\r\nWhen you were in these situations (list specific examples from above), were you afraid or uncomfortable because:",,,,,,,,,,,,,,
dcsoc014,social_anxiety,Social Anxiety,,autoAdvance,,radio,"You'd look silly, foolish, be laughed at, or do something embarrassing?","0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcsoc014,,,
dcsoc015,social_anxiety,Social Anxiety,,autoAdvance,,radio,You'd be the center of attention?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcsoc014,,,
dcsoc016,social_anxiety,Social Anxiety,,autoAdvance,,radio,You'd look nervous or blush?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcsoc014,,,
dcsoc017,social_anxiety,Social Anxiety,,autoAdvance,,radio,You'd make mistakes?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcsoc014,,,
dcsoc018,social_anxiety,Social Anxiety,,,,notes,Why were you afraid or uncomfortable to be in these situations?,,,,,,,[dcsoc014] = '0' and [dcsoc015] = '0' and [dcsoc016] = '0' and [dcsoc017] = '0',,LH,,,,,
csoc8a,social_anxiety,Social Anxiety,Social Fear Category,,,markdown-message,### Social Fear Category\r\n\r\n_INTERVIEWER: List the worst social fear on the next screen. Assist the participant in choosing a situation coded with some distress or avoidance. Record the number corresponding to the social situation._ \r\n\r\n You said that you were very afraid or uncomfortable about (list social situations). Which one of these things upsets you the most? \r\n\r\n Refer to Participant Card 3: Social/Performance.,,,,,,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,,,,,,
dcsoc020,social_anxiety,Social Anxiety,,,,text,Most distressing and avoided SOCIAL situation:,,,,,,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,,,,,,
dcsoc020a,social_anxiety,Social Anxiety,,,,text,Code (social situation):,,CODE RESPONSE,number,1,12,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,,,,,,
dcsoc021,social_anxiety,Social Anxiety,,autoAdvance,,radio,When you were most afraid of (social situations):  \r\n\r\n Were you much more scared of (insert situation) than other kids/teenagers your age?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,,,dcsoc021,,,
dcsoc022,social_anxiety,Social Anxiety,,autoAdvance,,radio,"When you had to do (social situation), did you feel very nervous, scared, or upset?","0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,,,dcsoc021,,,
dcsoc023,social_anxiety,Social Anxiety,,autoAdvance,,radio,Did being afraid of (social situation) keep you from doing things you should or wanted to do?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,,,dcsoc021,,,
dcsoc024a,social_anxiety,Social Anxiety,,dontKnow,,text,Example 1 (Things):,,EXAMPLE,,,,,[dcsoc023] = '1',,RH,,,,,
dcsoc024b,social_anxiety,Social Anxiety,,dontKnow,,text,Example 2 (Things):,,EXAMPLE,,,,,[dcsoc023] = '1',,RH,,,,,
dcsoc024c,social_anxiety,Social Anxiety,,dontKnow,,text,Example 3 (Things):,,EXAMPLE,,,,,[dcsoc023] = '1',,RH,,,,,
dcsoc025,social_anxiety,Social Anxiety,,autoAdvance,,radio,Was this fear so upsetting that you tried to get out of doing (social situation)?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,,,dcsoc025,,,
dcsoc026,social_anxiety,Social Anxiety,,autoAdvance,,radio,Did you start to get nervous when you knew that you had to face (social situation)?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,,,dcsoc025,,,
csoc12,social_anxiety,Social Anxiety,Distress/Impairment,,,markdown-message,"### Distress/Impairment\r\n\r\nPlease look at Participant Card 8: Distress/Impairment. \r\n\r\n _INTERVIEWER: Remind child how to use scale, if necessary._",,,,,,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,,,,,,
dcsoc027,social_anxiety,Social Anxiety,Distress,autoAdvance,,radio,### Distress\r\n\r\nHow much did having this fear upset or bother you?,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 998, Unknown",CODE RESPONSE,number,0,10,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,,,,,,
dcsoc028,social_anxiety,Social Anxiety,Impairment,autoAdvance,,radio,"### Impairment\r\n\r\nHow much did the fear you told me about cause problems for you at home, at school, or with your family or friends?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 998, Unknown",CODE RESPONSE,number,0,10,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,,,,,,
dcsoc029,social_anxiety,Social Anxiety,,autoAdvance,,radio,Did you stay home from school because of your fear?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,RH,,,,,
dcsoc030,social_anxiety,Social Anxiety,,,,text,How many days of school did you miss? (lifetime),,DAYS,number,,,,[dcsoc029] = '1',,,,,,,
dcsoc031,social_anxiety,Social Anxiety,,autoAdvance,,radio,Did you ever avoid going to social events like birthday parties or other social activities because of your fear?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,RH,,,,,
dcsoc032,social_anxiety,Social Anxiety,,,,text,How many times?,,TIMES,number,,,,[dcsoc031] = '1',,,,,,,
dcsoc033,social_anxiety,Social Anxiety,Associated Conditions: Medical,autoAdvance,,radio,### Associated Conditions: Medical\r\n\r\nWas your fear related to being embarrassed by a physical problem like stuttering or acne or eating problems?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,,,dcsoc033,,,
dcsoc034,social_anxiety,Social Anxiety,,autoAdvance,,radio,Did you have this fear only when you had a serious physical problem/illness?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,,,dcsoc033,,,
dcsoc035,social_anxiety,Social Anxiety,,,,notes,Specify (Problem/Illness),,,,,,,[dcsoc033] = '1' or [dcsoc034] = '1',,LH,,,,,
csoc17,social_anxiety,Social Anxiety,Episodes: Onset,,,text,"### Episodes: Onset\r\n\r\nHow old were you the **first time** you had these behaviors/feelings? \r\n\r\n _Code 998 if ""always"", 999 if ""unknown""._",,,,,,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,,,,,,
dcsoc038,social_anxiety,Social Anxiety,Episodes: Offset,autoAdvance,,radio,### Episodes: Offset\r\n\r\nAre you still afraid of (social situation listed)?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,RH,,,,,
dcsoc039,social_anxiety,Social Anxiety,,,,text,"How old were you the last time you had this fear? \r\n\r\n _Code 998 if ""always"", 999 if ""unknown""._",,AGE,autocomplete,,,,[dcsoc038] = '0',,,,,,,
dcsoc040,social_anxiety,Social Anxiety,Episodes: Course,autoAdvance,,radio,"### Episodes: Course\r\n\r\nSince you were (age of onset), was there ever a time when you were not afraid of (social situation)?","0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,RH,,,,,
csoc20,social_anxiety,Social Anxiety,,,,text,"What was the longest period of time that (social situation) did not bother you? \r\n\r\n _(N weeks, N months, N years)_",,,,,,,[dcsoc040] = '1',,,,,,,
dcsoc044,social_anxiety,Social Anxiety,,autoAdvance,,radio,Has this fear lasted for at least 6 months (most of the school year)?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc001] = '1' or [dcsoc002] = '1' or [dcsoc003] = '1' or [dcsoc004] = '1' or [dcsoc005] = '1' or [dcsoc006] = '1' or [dcsoc007] = '1',,RH,,,,,
csoc22b,social_anxiety,Social Anxiety,Performance Fear Category,,,markdown-message,### Performance Fear Category\r\n\r\n_INTERVIEWER: List the worst performance fear below. Assist the participant in choosing a situation coded with some distress or avoidance. Record the number corresponding to the social situation._ \r\n\r\n You said that you were very afraid or uncomfortable about (list performance situations). Which one of these things upsets you the most? \r\n\r\n Refer to Participant Card 3: Social/Performance,,,,,,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,,,,,,
dcsoc045,social_anxiety,Social Anxiety,,,,text,Most distressing and avoided PERFORMANCE situation:,,,,,,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,,,,,,
dcsoc046,social_anxiety,Social Anxiety,,,,text,Code (performance situation):,,CODE RESPONSE,number,8,12,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,,,,,,
dcsoc047,social_anxiety,Social Anxiety,,autoAdvance,,radio,When you were most afraid of (performance situations):  \r\n\r\n Were you much more scared of (insert situation) than other kids/teenagers your age?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,,,dcsoc047,,,
dcsoc048,social_anxiety,Social Anxiety,,autoAdvance,,radio,"When you had to do (performance situation), did you feel very nervous, scared, or upset?","0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,,,dcsoc047,,,
dcsoc049,social_anxiety,Social Anxiety,,autoAdvance,,radio,Did being afraid of (performance situation) keep you from doing things you should or wanted to do?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,,,dcsoc047,,,
dcsoc050a,social_anxiety,Social Anxiety,,dontKnow,,text,Example 1 (Things):,,EXAMPLE,,,,,[dcsoc049] = '1',,RH,,,,,
dcsoc050b,social_anxiety,Social Anxiety,,dontKnow,,text,Example 2 (Things):,,EXAMPLE,,,,,[dcsoc049] = '1',,RH,,,,,
dcsoc050c,social_anxiety,Social Anxiety,,dontKnow,,text,Example 3 (Things):,,EXAMPLE,,,,,[dcsoc049] = '1',,RH,,,,,
dcsoc051,social_anxiety,Social Anxiety,,autoAdvance,,radio,Was this fear so upsetting that you tried to get out of doing (performance situation)?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,,,dcsoc051,,,
dcsoc052,social_anxiety,Social Anxiety,,autoAdvance,,radio,Did you start to get nervous when you knew that you had to face (performance situation)?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,,,dcsoc051,,,
csoc27,social_anxiety,Social Anxiety,Distress/Impairment,,,markdown-message,"### Distress/Impairment\r\n\r\nPlease look at Participant Card 8: Distress/Impairment. \r\n\r\n _INTERVIEWER: Remind child how to use scale, if necessary._",,,,,,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,,,,,,
dcsoc053,social_anxiety,Social Anxiety,Distress,autoAdvance,,radio,### Distress\r\n\r\nHow much did having this fear upset or bother you?,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 998, Unknown",CODE RESPONSE,autocomplete,0,10,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,,,,,,
dcsoc054,social_anxiety,Social Anxiety,Impairment,autoAdvance,,radio,"### Impairment\r\n\r\nHow much did the fear you have told me about cause problems for you at home, at school, or with your family or friends?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 998, Unknown",CODE RESPONSE,autocomplete,0,10,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,,,,,,
dcsoc055,social_anxiety,Social Anxiety,,autoAdvance,,radio,Did you stay home from school because of your fear?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,RH,,,,,
dcsoc056,social_anxiety,Social Anxiety,,,,text,How many days of school did you miss? (lifetime),,DAYS,number,,,,[dcsoc055] = '1',,,,,,,
dcsoc057,social_anxiety,Social Anxiety,,autoAdvance,,radio,Did you ever miss a game or performance (like a play or recital) because of your fear?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,RH,,,,,
dcsoc058,social_anxiety,Social Anxiety,,,,text,How many times did you miss a game or performance?,,TIMES,number,,,,[dcsoc057] = '1',,,,,,,
dcsoc059,social_anxiety,Social Anxiety,Associated Conditions: Medical,autoAdvance,,radio,### Associated Conditions: Medical\r\n\r\nWas your fear related to being embarrassed by a physical problem like stuttering or acne or eating problems?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,,,dcsoc059,,,
dcsoc060,social_anxiety,Social Anxiety,,autoAdvance,,radio,Did you have this fear only when you had a serious physical problem/illness?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,,,dcsoc059,,,
dcsoc061,social_anxiety,Social Anxiety,,,,notes,Specify (Problem/Illness):,,,,,,,[dcsoc059] = '1' or [dcsoc060] = '1',,LH,,,,,
dsoc063,social_anxiety,Social Anxiety,Episodes: Onset,,,text,"### Episodes: Onset\r\n\r\nHow old were you the **first time** you had these behaviors/feelings? \r\n\r\n _Code 998 if ""always"", 999 if ""unknown""._",,AGE,autocomplete,,,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,RH,,,,,
dcsoc064,social_anxiety,Social Anxiety,Episodes: Offset,autoAdvance,,radio,### Episodes: Offset\r\n\r\nAre you still afraid of (performance situation listed)?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,RH,,,,,
dcsoc065,social_anxiety,Social Anxiety,,,,text,"How old were you the last time you had this fear? \r\n\r\n _Code 998 if ""always"", 999 if ""unknown""._",,AGE,autocomplete,,,,[dcsoc064] = '0',,,,,,,
dcsoc066,social_anxiety,Social Anxiety,Episodes: Course,autoAdvance,,radio,"### Episodes: Course\r\n\r\nSince you were (age of onset), was there ever a time when you were not afraid of (performance situation)?","0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,RH,,,,,
csoc35,social_anxiety,Social Anxiety,,,,text,"What was the longest period of time that (performance situation) did not bother you? \r\n\r\n _(N weeks, N months, N years)_",,,,,,,[dcsoc066] = '1',,,,,,,
dcsoc070,social_anxiety,Social Anxiety,,autoAdvance,,radio,Has this fear lasted for at least 6 months (most of the school year)?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc008] = '1' or [dcsoc009] = '1' or [dcsoc010] = '1' or [dcsoc011] = '1' or [dcsoc012] = '1',,RH,,,,,
dcsoc071,social_anxiety,Social Anxiety,Help-Seeking Treatment (Lifetime),autoAdvance,,radio,"### Help-Seeking Treatment (Lifetime)\r\n\r\nDid anyone, like a teacher or family member, suggest that you get help for these fears?","0, No | 1, Yes | 9, Unknown",,,,,,,,RH,,,,,
dcsoc072,social_anxiety,Social Anxiety,,autoAdvance,,radio,"Did you ever go to see a doctor, nurse, psychologist, social worker, school counselor, minister/priest or other professional to get help for (list fears)?","0, No | 1, Yes | 9, Unknown",,,,,,,,RH,,,,,
csoc38,social_anxiety,Social Anxiety,,,,markdown-message,"What kind of person/people did you get help from? \r\n\r\n _INTERVIEWER: Refer to Participant Card 13 (Professional/Treatment), record and code responses on the following screens._",,,,,,,[dcsoc072] = '1',,,,,,,
dcsoc073,social_anxiety,Social Anxiety,,dontKnow,,text,Specify (Professional/Treatment 1):,,PROFESSIONAL/TREATMENT,,,,,[dcsoc072] = '1',,,,,,,
dcsoc074,social_anxiety,Social Anxiety,,dontKnow,,text,Code (Professional/Treatment 1):,,CODE RESPONSE,number,,,,[dcsoc072] = '1',,,,,,,
dcsoc075,social_anxiety,Social Anxiety,,dontKnow,,text,Specify (Professional/Treatment 2):,,PROFESSIONAL/TREATMENT,,,,,[dcsoc072] = '1',,,,,,,
dcsoc076,social_anxiety,Social Anxiety,,dontKnow,,text,Code (Professional/Treatment 2):,,CODE RESPONSE,number,,,,[dcsoc072] = '1',,,,,,,
dcsoc077,social_anxiety,Social Anxiety,,dontKnow,,text,Specify (Professional/Treatment 3):,,PROFESSIONAL/TREATMENT,,,,,[dcsoc072] = '1',,,,,,,
dcsoc078,social_anxiety,Social Anxiety,,dontKnow,,text,Code (Professional/Treatment 3):,,CODE RESPONSE,number,,,,[dcsoc072] = '1',,,,,,,
dcsoc080,social_anxiety,Social Anxiety,,dontKnow,,text,"_INTERVIEWER: If you listed multiple people, ask this question. If not, **Skip**:_ \r\n\r\n Who did you get help from the first time? \r\n\r\n Specify (Professional/Treatment):",,PROFESSIONAL/TREATMENT,,,,,[dcsoc072] = '1',,,,,,,
dcsoc081,social_anxiety,Social Anxiety,,dontKnow,,text,Code (Professional/Treatment):,,CODE RESPONSE,number,,,,[dcsoc072] = '1',,,,,,,
dcsoc082,social_anxiety,Social Anxiety,,,,text,"How old were you the first time you got help? \r\n\r\n _Code 998 if ""always"", 999 if ""unknown""._",,AGE,autocomplete,,,,[dcsoc072] = '1',,,,,,,
dcsoc083,social_anxiety,Social Anxiety,,autoAdvance,,radio,Are you getting help now?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc072] = '1',,RH,,,,,
dcsoc084,social_anxiety,Social Anxiety,,,,text,"If no, how old were you the last time you got help? \r\n\r\n _Code 998 if ""always"", 999 if ""unknown""._",,AGE,autocomplete,,,,[dcsoc083] = '0',,,,,,,
dcsoc085,social_anxiety,Social Anxiety,,,,notes,What did the professional say that you had (diagnoses given)? List:,,,,,,,[dcsoc072] = '1',,LH,,,,,
csoc40,social_anxiety,Social Anxiety,,,1,checkbox,What kind of treatment(s) have you gotten? _(Check all that apply)_,"1, Out-patient (Going to see someone in an office) | 2, In-patient (Staying in a hospital) | 3, Social Support Group | 4, Other",,,,,,[dcsoc072] = '1',,,,,,,
dcsoc090,social_anxiety,Social Anxiety,,,,notes,Specify (Other treatment):,,,,,,,[csoc40].includes(4),,LH,,,,,
dcsoc091,social_anxiety,Social Anxiety,,autoAdvance,,radio,"Were you on medications? \r\n\r\n _INTERVIEWER: Refer to Participant Card 9 (Medications), record and code responses in the following screens._","0, No | 1, Yes | 9, Unknown",,,,,,[dcsoc072] = '1',,RH,,,,,
dcsoc092,social_anxiety,Social Anxiety,,dontKnow,,text,Specify (Medication 1):,,MEDICATION,,,,,[dcsoc091] = '1',,,,,,,
dcsoc093,social_anxiety,Social Anxiety,,dontKnow,,text,Code (Medication 1):,,CODE RESPONSE,number,,,,[dcsoc091] = '1',,,,,,,
dcsoc094,social_anxiety,Social Anxiety,,dontKnow,,text,Specify (Medication 2):,,MEDICATION,,,,,[dcsoc091] = '1',,,,,,,
dcsoc095,social_anxiety,Social Anxiety,,dontKnow,,text,Code (Medication 2):,,CODE RESPONSE,number,,,,[dcsoc091] = '1',,,,,,,
dcsoc096,social_anxiety,Social Anxiety,,dontKnow,,text,Specify (Medication 3):,,MEDICATION,,,,,[dcsoc091] = '1',,,,,,,
dcsoc097,social_anxiety,Social Anxiety,,dontKnow,,text,Code (Medication 3):,,CODE RESPONSE,number,,,,[dcsoc091] = '1',,,,,,,
dcsoc098,social_anxiety,Social Anxiety,,dontKnow,,text,Specify (Medication 4):,,MEDICATION,,,,,[dcsoc091] = '1',,,,,,,
dcsoc099,social_anxiety,Social Anxiety,,dontKnow,,text,Code (Medication 4):,,CODE RESPONSE,number,,,,[dcsoc091] = '1',,,,,,,
soc_end,social_anxiety,Social Anxiety,,,,markdown-message,_INTERVIEWER: END of **Social Anxiety** section_,,,,,,,,,,,,,,
